Game_sale_index,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12517,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.06
12518,Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0.01,0.04,0.0,0.01,0.06
12519,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
12520,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0.0,0.01,0.06
12521,Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0.0,0.0,0.06,0.0,0.06
12522,Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06
12523,Gothic 3,PC,2006,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06
12524,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06
12525,Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.06
12526,Dino Pets,DS,2009,Simulation,Avanquest,0.05,0.0,0.0,0.0,0.06
12527,Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
12528,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.03,0.0,0.01,0.06
12529,Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12530,Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0.0,0.0,0.0,0.06
12531,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
12532,Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
12533,Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0.0,0.0,0.06,0.0,0.06
12534,Myst,SAT,1994,Adventure,Sunsoft,0.0,0.0,0.06,0.0,0.06
12535,F1 2010,PC,2010,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06
12536,Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
12537,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.03,0.02,0.0,0.0,0.06
12538,The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06
12539,Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06
12540,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12541,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06
12542,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0.0,0.0,0.0,0.06
12543,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.06
12544,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0.0,0.0,0.06,0.0,0.06
12545,Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12546,MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0.0,0.0,0.06
12547,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12548,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12549,KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06
12550,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.06
12551,NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06
12552,Choro Q Marine: Q Boat,PS,1998,Racing,Takara,0.0,0.0,0.05,0.0,0.06
12553,GunPey,PSP,2006,Puzzle,Atari,0.05,0.0,0.0,0.01,0.06
12554,BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06
12555,MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06
12556,Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12557,Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06
12558,Ken to Mahou to Gakuen Mono. 3D,3DS,2011,Role-Playing,Acquire,0.0,0.0,0.06,0.0,0.06
12559,History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,0.05,0.0,0.0,0.0,0.06
12560,The King of Fighters '96,NG,1996,Fighting,SNK,0.0,0.0,0.06,0.0,0.06
12561,Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
12562,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06
12563,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0.0,0.01,0.06
12564,Coraline,Wii,2009,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06
12565,Gunbird,SAT,1995,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06
12566,Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06
12567,Dream C Club Portable,PSP,2010,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06
12568,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06
12569,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06
12570,Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
12571,Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.04,0.0,0.0,0.01,0.06
12572,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
12573,Handball 16,PS4,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06
12574,Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,0.04,0.01,0.0,0.0,0.06
12575,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06
12576,Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,0.0,0.0,0.06,0.0,0.06
12577,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.06
12578,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12579,Whiplash,XB,2003,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06
12580,Pro Yakyuu Famista 2011,3DS,2011,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12581,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0.0,0.0,0.06
12582,My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.02,0.0,0.0,0.06
12583,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
12584,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0.0,0.0,0.06
12585,SeaBlade,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06
12586,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12587,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06
12588,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06
12589,Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0.0,0.0,0.0,0.06
12590,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12591,Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06
12592,MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
12593,Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05
12594,Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
12595,4 Elements,PC,2009,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05
12596,Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,0.0,0.0,0.05,0.0,0.05
12597,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
12598,Worms World Party,GBA,2002,Strategy,Ubisoft,0.04,0.01,0.0,0.0,0.05
12599,Medabots: Metabee,GBA,2002,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05
12600,Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05
12601,NHL Legacy,X360,2015,Action,Electronic Arts,0.05,0.0,0.0,0.01,0.05
12602,Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0.0,0.01,0.05
12603,Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
12604,Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,0.0,0.0,0.0,0.05
12605,Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0.0,0.0,0.05
12606,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12607,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
12608,Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
12609,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05
12610,Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12611,Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.03,0.0,0.01,0.05
12612,Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05
12613,Xiaolin Showdown,DS,2006,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
12614,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0.0,0.0,0.05
12615,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05
12616,Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,0.0,0.05,0.0,0.01,0.05
12617,Samurai Dou Portable,PSP,2008,Action,Spike,0.0,0.0,0.05,0.0,0.05
12618,Princess on Ice,DS,2008,Sports,505 Games,0.04,0.01,0.0,0.0,0.05
12619,Countdown: The Game,Wii,2009,Puzzle,Mindscape,0.0,0.05,0.0,0.0,0.05
12620,Phantasy Star Online Episode I & II Plus,GC,2003,Role-Playing,Sega,0.04,0.01,0.0,0.0,0.05
12621,Samurai Warriors 4: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12622,DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.04,0.0,0.01,0.05
12623,Front Mission 2089: Border of Madness,DS,2008,Strategy,Square Enix,0.0,0.0,0.05,0.0,0.05
12624,Miracle Girls Festival,PSV,2015,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12625,Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
12626,7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,0.02,0.03,0.0,0.01,0.05
12627,NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
12628,Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,0.0,0.0,0.05,0.0,0.05
12629,Mister Slime,DS,2008,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
12630,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0.0,0.04,0.0,0.05
12631,"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
12632,Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.04,0.01,0.0,0.0,0.05
12633,Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05
12634,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0.0,0.01,0.05
12635,Learn Science,DS,2010,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
12636,Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0.0,0.0,0.05
12637,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
12638,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05
12639,Blood Omen 2,GC,2002,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05
12640,NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0.0,0.0,0.01,0.05
12641,Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12642,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
12643,Carve,XB,2004,Racing,Global Star,0.04,0.01,0.0,0.0,0.05
12644,BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
12645,McDROID,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12646,GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0.0,0.0,0.05,0.0,0.05
12647,WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05
12648,Bottom of the 9th '99,PS,1998,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05
12649,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05
12650,Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12651,FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12652,Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,0.05
12653,Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05
12654,Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,0.05,0.0,0.0,0.0,0.05
12655,Bleach: Blade Battlers,PS2,2006,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
12656,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
12657,Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,0.05,0.0,0.0,0.01,0.05
12658,MLB SlugFest 2006,XB,2006,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
12659,Rockin' Pretty,DS,2009,Misc,Arc System Works,0.05,0.0,0.0,0.0,0.05
12660,Jake Power: Policeman,DS,2008,Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05
12661,Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12662,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12663,UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12664,Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05
12665,Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
12666,Shaman King: Soul Fight,GC,2003,Platform,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12667,Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12668,Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05
12669,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05
12670,Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05
12671,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
12672,Zapper: One Wicked Cricket!,XB,2002,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05
12673,Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,0.0,0.0,0.05,0.0,0.05
12674,Arcana Heart 3,X360,2011,Fighting,PQube,0.0,0.03,0.02,0.0,0.05
12675,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05
12676,Sitting Ducks,PS2,2003,Platform,LSP Games,0.03,0.02,0.0,0.01,0.05
12677,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
12678,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0.0,0.0,0.0,0.05
12679,Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05
12680,Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.0,0.05
12681,NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
12682,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
12683,Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,0.0,0.0,0.05,0.0,0.05
12684,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12685,New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
12686,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12687,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12688,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05
12689,Venetica,PC,2009,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
12690,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05
12691,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0.0,0.0,0.05
12692,TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,0.03,0.02,0.0,0.01,0.05
12693,ZombiU,PS4,2016,Action,Ubisoft,0.0,0.04,0.01,0.01,0.05
12694,Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0.0,0.0,0.0,0.05
12695,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05
12696,Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05
12697,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0.0,0.01,0.05
12698,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007,Action,Takara Tomy,0.0,0.0,0.05,0.0,0.05
12699,Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,0.0,0.0,0.05,0.0,0.05
12700,Chaos;Child,PSV,2015,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
12701,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.03,0.02,0.0,0.0,0.05
12702,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05
12703,Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
12704,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
12705,FIFA 17,PC,2016,Sports,Electronic Arts,0.0,0.05,0.0,0.0,0.05
12706,Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12707,Winning Post 8,PS3,2014,Racing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12708,King Arthur,XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
12709,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0.0,0.05,0.0,0.01,0.05
12710,Bass Rise,PS,1999,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
12711,UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12712,Dynamite Headdy,GEN,1993,Platform,Sega,0.0,0.0,0.05,0.0,0.05
12713,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05
12714,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12715,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
12716,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
12717,Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
12718,Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05
12719,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
12720,Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05
12721,Culdcept Revolt,3DS,2016,Strategy,Nintendo,0.0,0.0,0.05,0.0,0.05
12722,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.05,0.0,0.0,0.0,0.05
12723,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05
12724,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05
12725,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05
12726,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0.0,0.01,0.05
12727,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05
12728,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05
12729,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
12730,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05
12731,Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0.0,0.03,0.0,0.05
12732,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05
12733,Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0.0,0.0,0.05
12734,Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0.0,0.0,0.0,0.05
12735,Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
12736,Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05
12737,Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05
12738,Game no Kanzume Vol 2,SCD,1994,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12739,Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
12740,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.05,0.0,0.0,0.0,0.05
12741,JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12742,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12743,PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05
12744,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05
12745,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05
12746,Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
12747,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12748,Tsumiki: Block Drop Mania,DS,2007,Action,Nobilis,0.05,0.0,0.0,0.0,0.05
12749,Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12750,Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
12751,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0.0,0.0,0.05
12752,Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05
12753,Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05
12754,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12755,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05
12756,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05
12757,Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0.0,0.0,0.0,0.05
12758,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
12759,IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
12760,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05
12761,Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05
12762,Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05
12763,Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05
12764,Piglet's Big Game,GBA,2003,Platform,THQ,0.04,0.01,0.0,0.0,0.05
